,Pclass,Age,SibSp,Parch,0,1,2,3,4,AgeBin_Code,FamilySize,isAlone
214,3,32.368090452261306,1,0,0.0,1.0,0.0,1.0,0.0,1,1,False
215,1,31.0,1,0,1.0,0.0,1.0,0.0,0.0,1,1,False
216,3,27.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
217,2,42.0,1,0,0.0,1.0,0.0,0.0,1.0,2,1,False
218,1,32.0,0,0,1.0,0.0,1.0,0.0,0.0,1,0,True
219,2,30.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
220,3,16.0,0,0,0.0,1.0,0.0,0.0,1.0,0,0,True
221,2,27.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
222,3,51.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
223,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
224,1,38.0,1,0,0.0,1.0,0.0,0.0,1.0,2,1,False
225,3,22.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
226,2,19.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
227,3,20.5,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
228,2,18.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
229,3,21.773972602739725,3,1,1.0,0.0,0.0,0.0,1.0,1,4,False
230,1,35.0,1,0,1.0,0.0,0.0,0.0,1.0,2,1,False
231,3,29.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
232,2,59.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
233,3,5.0,4,2,1.0,0.0,0.0,0.0,1.0,0,6,False
234,2,24.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
235,3,21.773972602739725,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
236,2,44.0,1,0,0.0,1.0,0.0,0.0,1.0,2,1,False
237,2,8.0,0,2,1.0,0.0,0.0,0.0,1.0,0,2,False
238,2,19.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
239,2,33.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
240,3,21.773972602739725,1,0,1.0,0.0,1.0,0.0,0.0,1,1,False
241,3,21.773972602739725,1,0,1.0,0.0,0.0,1.0,0.0,1,1,False
242,2,29.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
243,3,22.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
244,3,30.0,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
245,1,44.0,2,0,0.0,1.0,0.0,1.0,0.0,2,2,False
246,3,25.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
247,2,24.0,0,2,1.0,0.0,0.0,0.0,1.0,1,2,False
248,1,37.0,1,1,0.0,1.0,0.0,0.0,1.0,2,2,False
249,2,54.0,1,0,0.0,1.0,0.0,0.0,1.0,3,1,False
250,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
251,3,29.0,1,1,1.0,0.0,0.0,0.0,1.0,1,2,False
252,1,62.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
253,3,30.0,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
254,3,41.0,0,2,1.0,0.0,0.0,0.0,1.0,2,2,False
255,3,29.0,0,2,1.0,0.0,1.0,0.0,0.0,1,2,False
256,1,35.898148148148145,0,0,1.0,0.0,1.0,0.0,0.0,2,0,True
257,1,30.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
258,1,35.0,0,0,1.0,0.0,1.0,0.0,0.0,2,0,True
259,2,50.0,0,1,1.0,0.0,0.0,0.0,1.0,3,1,False
260,3,32.368090452261306,0,0,0.0,1.0,0.0,1.0,0.0,1,0,True
261,3,3.0,4,2,0.0,1.0,0.0,0.0,1.0,0,6,False
262,1,52.0,1,1,0.0,1.0,0.0,0.0,1.0,3,2,False
263,1,40.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
264,3,21.773972602739725,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
265,2,36.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
266,3,16.0,4,1,0.0,1.0,0.0,0.0,1.0,0,5,False
267,3,25.0,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
268,1,58.0,0,1,1.0,0.0,0.0,0.0,1.0,3,1,False
269,1,35.0,0,0,1.0,0.0,0.0,0.0,1.0,2,0,True
270,1,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
271,3,25.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
272,2,41.0,0,1,1.0,0.0,0.0,0.0,1.0,2,1,False
273,1,37.0,0,1,0.0,1.0,1.0,0.0,0.0,2,1,False
274,3,21.773972602739725,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
275,1,63.0,1,0,1.0,0.0,0.0,0.0,1.0,3,1,False
276,3,45.0,0,0,1.0,0.0,0.0,0.0,1.0,2,0,True
277,2,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
278,3,7.0,4,1,0.0,1.0,0.0,1.0,0.0,0,5,False
279,3,35.0,1,1,1.0,0.0,0.0,0.0,1.0,2,2,False
280,3,65.0,0,0,0.0,1.0,0.0,1.0,0.0,4,0,True
281,3,28.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
282,3,16.0,0,0,0.0,1.0,0.0,0.0,1.0,0,0,True
283,3,19.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
284,1,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
285,3,33.0,0,0,0.0,1.0,1.0,0.0,0.0,2,0,True
286,3,30.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
287,3,22.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
288,2,42.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
289,3,22.0,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
290,1,26.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
291,1,19.0,1,0,1.0,0.0,1.0,0.0,0.0,1,1,False
292,2,36.0,0,0,0.0,1.0,1.0,0.0,0.0,2,0,True
293,3,24.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
294,3,24.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
295,1,32.368090452261306,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
296,3,23.5,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
297,1,2.0,1,2,1.0,0.0,0.0,0.0,1.0,0,3,False
298,1,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
299,1,50.0,0,1,1.0,0.0,1.0,0.0,0.0,3,1,False
300,3,21.773972602739725,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
301,3,32.368090452261306,2,0,0.0,1.0,0.0,1.0,0.0,1,2,False
302,3,19.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
303,2,21.773972602739725,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
304,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
305,1,0.92,1,2,0.0,1.0,0.0,0.0,1.0,0,3,False
306,1,21.773972602739725,0,0,1.0,0.0,1.0,0.0,0.0,1,0,True
307,1,17.0,1,0,1.0,0.0,1.0,0.0,0.0,1,1,False
308,2,30.0,1,0,0.0,1.0,1.0,0.0,0.0,1,1,False
309,1,30.0,0,0,1.0,0.0,1.0,0.0,0.0,1,0,True
310,1,24.0,0,0,1.0,0.0,1.0,0.0,0.0,1,0,True
311,1,18.0,2,2,1.0,0.0,1.0,0.0,0.0,1,4,False
312,2,26.0,1,1,1.0,0.0,0.0,0.0,1.0,1,2,False
313,3,28.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
314,2,43.0,1,1,0.0,1.0,0.0,0.0,1.0,2,2,False
315,3,26.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
316,2,24.0,1,0,1.0,0.0,0.0,0.0,1.0,1,1,False
317,2,54.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
318,1,31.0,0,2,1.0,0.0,0.0,0.0,1.0,1,2,False
319,1,40.0,1,1,1.0,0.0,1.0,0.0,0.0,2,2,False
320,3,22.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
321,3,27.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
322,2,30.0,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
323,2,22.0,1,1,1.0,0.0,0.0,0.0,1.0,1,2,False
324,3,32.368090452261306,8,2,0.0,1.0,0.0,0.0,1.0,1,10,False
325,1,36.0,0,0,1.0,0.0,1.0,0.0,0.0,2,0,True
326,3,61.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
327,2,36.0,0,0,1.0,0.0,0.0,0.0,1.0,2,0,True
328,3,31.0,1,1,1.0,0.0,0.0,0.0,1.0,1,2,False
329,1,16.0,0,1,1.0,0.0,1.0,0.0,0.0,0,1,False
330,3,21.773972602739725,2,0,1.0,0.0,0.0,1.0,0.0,1,2,False
331,1,45.5,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
332,1,38.0,0,1,0.0,1.0,0.0,0.0,1.0,2,1,False
333,3,16.0,2,0,0.0,1.0,0.0,0.0,1.0,0,2,False
334,1,35.898148148148145,1,0,1.0,0.0,0.0,0.0,1.0,2,1,False
335,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
336,1,29.0,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
337,1,41.0,0,0,1.0,0.0,1.0,0.0,0.0,2,0,True
338,3,45.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
339,1,45.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
340,2,2.0,1,1,0.0,1.0,0.0,0.0,1.0,0,2,False
341,1,24.0,3,2,1.0,0.0,0.0,0.0,1.0,1,5,False
342,2,28.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
343,2,25.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
344,2,36.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
345,2,24.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
346,2,40.0,0,0,1.0,0.0,0.0,0.0,1.0,2,0,True
347,3,35.898148148148145,1,0,1.0,0.0,0.0,0.0,1.0,2,1,False
348,3,3.0,1,1,0.0,1.0,0.0,0.0,1.0,0,2,False
349,3,42.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
350,3,23.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
351,1,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
352,3,15.0,1,1,0.0,1.0,1.0,0.0,0.0,0,2,False
353,3,25.0,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
354,3,32.368090452261306,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
355,3,28.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
356,1,22.0,0,1,1.0,0.0,0.0,0.0,1.0,1,1,False
357,2,38.0,0,0,1.0,0.0,0.0,0.0,1.0,2,0,True
